悪い,わるい,3rdGrade1.jpg,3rdGrade1.mp3
安心,あんしん,3rdGrade2.jpg,3rdGrade2.mp3
飲む,のむ,3rdGrade3.jpg,3rdGrade3.mp3
意見,いけん,3rdGrade4.jpg,3rdGrade4.mp3
運,うん,3rdGrade5.jpg,3rdGrade5.mp3
体育,たいいく,3rdGrade6.jpg,3rdGrade6.mp3
暗い,くらい,3rdGrade7.jpg,3rdGrade7.mp3
委員長,いいんちょう,3rdGrade8.jpg,3rdGrade8.mp3
安い,やすい,3rdGrade9.jpg,3rdGrade9.mp3
悪人,あくにん,3rdGrade10.jpg,3rdGrade10.mp3
育つ,そだつ,3rdGrade11.jpg,3rdGrade11.mp3
医院,いいん,3rdGrade12.jpg,3rdGrade12.mp3
泳ぐ,およぐ,3rdGrade13.jpg,3rdGrade13.mp3
暗記,あんき,3rdGrade14.jpg,3rdGrade14.mp3
運ぶ,はこぶ,3rdGrade15.jpg,3rdGrade15.mp3
飲食店,いんしょくてん,3rdGrade16.jpg,3rdGrade16.mp3
育む,そだつ,3rdGrade17.jpg,3rdGrade17.mp3
飲用水,いんようすい,3rdGrade18.jpg,3rdGrade18.mp3
水泳,すいえい,3rdGrade19.jpg,3rdGrade19.mp3
委ねる,ゆだねる,3rdGrade20.jpg,3rdGrade20.mp3
荷もつ,にもつ,3rdGrade21.jpg,3rdGrade21.mp3
駅前,えきまえ,3rdGrade22.jpg,3rdGrade22.mp3
せ界,せかい,3rdGrade23.jpg,3rdGrade23.mp3
中央,ちゅうおう,3rdGrade24.jpg,3rdGrade24.mp3
寒い,さむい,3rdGrade25.jpg,3rdGrade25.mp3
横顔,よこがお,3rdGrade26.jpg,3rdGrade26.mp3
温かい,あたたかい,3rdGrade27.jpg,3rdGrade27.mp3
屋上,おくじょう,3rdGrade28.jpg,3rdGrade28.mp3
温かな,あたたかな,3rdGrade29.jpg,3rdGrade29.mp3
気温,きおん,3rdGrade30.jpg,3rdGrade30.mp3
横だん,おうだん,3rdGrade31.jpg,3rdGrade31.mp3
化石,かせき,3rdGrade32.jpg,3rdGrade32.mp3
開く,ひらく,3rdGrade33.jpg,3rdGrade33.mp3
開店,かいてん,3rdGrade34.jpg,3rdGrade34.mp3
感じる,かんじる,3rdGrade35.jpg,3rdGrade35.mp3
二階,にかい,3rdGrade36.jpg,3rdGrade36.mp3
化ける,ばける,3rdGrade37.jpg,3rdGrade37.mp3
寒気,さむけ,3rdGrade38.jpg,3rdGrade38.mp3
開ける,あける,3rdGrade39.jpg,3rdGrade39.mp3
犬小屋,いぬごや,3rdGrade40.jpg,3rdGrade40.mp3
お客さま,おきゃくさま,3rdGrade41.jpg,3rdGrade41.mp3
漢字,かんじ,3rdGrade42.jpg,3rdGrade42.mp3
起きる,おきる,3rdGrade43.jpg,3rdGrade43.mp3
海岸,かいがん,3rdGrade44.jpg,3rdGrade44.mp3
館,やかた,3rdGrade45.jpg,3rdGrade45.mp3
学級,がっきゅう,3rdGrade46.jpg,3rdGrade46.mp3
けん究,けんきゅう,3rdGrade47.jpg,3rdGrade47.mp3
地球,ちきゅう,3rdGrade48.jpg,3rdGrade48.mp3
急,きゅう,3rdGrade49.jpg,3rdGrade49.mp3
一学期,いちがっき,3rdGrade50.jpg,3rdGrade50.mp3
急ぐ,いそぐ,3rdGrade51.jpg,3rdGrade51.mp3
去年,きょねん,3rdGrade52.jpg,3rdGrade52.mp3
か去,かこ,3rdGrade53.jpg,3rdGrade53.mp3
岸,きし,3rdGrade54.jpg,3rdGrade54.mp3
球,たま,3rdGrade55.jpg,3rdGrade55.mp3
起立,きりつ,3rdGrade56.jpg,3rdGrade56.mp3
去る,さる,3rdGrade57.jpg,3rdGrade57.mp3
王宮,おうきゅう,3rdGrade58.jpg,3rdGrade58.mp3
お宮,おみや,3rdGrade59.jpg,3rdGrade59.mp3
図書館,としょかん,3rdGrade60.jpg,3rdGrade60.mp3
かん係,かんけい,3rdGrade61.jpg,3rdGrade61.mp3
血,ち,3rdGrade62.jpg,3rdGrade62.mp3
たろう君,たろうくん,3rdGrade63.jpg,3rdGrade63.mp3
軽かい,けいかい,3rdGrade64.jpg,3rdGrade64.mp3
苦しい,くるしい,3rdGrade65.jpg,3rdGrade65.mp3
橋,はし,3rdGrade66.jpg,3rdGrade66.mp3
曲がる,まがる,3rdGrade67.jpg,3rdGrade67.mp3
ゆうびん局,ゆうびんきょく,3rdGrade68.jpg,3rdGrade68.mp3
君,きみ,3rdGrade69.jpg,3rdGrade69.mp3
係,かかり,3rdGrade70.jpg,3rdGrade70.mp3
軽い,かるい,3rdGrade71.jpg,3rdGrade71.mp3
銀色,ぎんいろ,3rdGrade72.jpg,3rdGrade72.mp3
区切る,くぎる,3rdGrade73.jpg,3rdGrade73.mp3
苦心,くしん,3rdGrade74.jpg,3rdGrade74.mp3
作曲家,さっきょくか,3rdGrade75.jpg,3rdGrade75.mp3
道具,どうぐ,3rdGrade76.jpg,3rdGrade76.mp3
出血,しゅっけつ,3rdGrade77.jpg,3rdGrade77.mp3
苦い,にがい,3rdGrade78.jpg,3rdGrade78.mp3
作業,さぎょう,3rdGrade79.jpg,3rdGrade79.mp3
歩道橋,ほどうきょう,3rdGrade80.jpg,3rdGrade80.mp3
決して,けっして,3rdGrade81.jpg,3rdGrade81.mp3
びわ湖,びわこ,3rdGrade82.jpg,3rdGrade82.mp3
